original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,human,changed
"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order ","an exhilarating futuristic thriller-noir , minority reports incorporates the best of technology around a gripping tale , providing a riveting , pulse intensifying escapist adventure of the first order ",0.0002610087395,0.0002828240395,1,1,1,6,Failed,,TRUE
"beautifully observed , miraculously unsentimental comedy-drama . ","beautifully observed , miraculously unsentimental comedy-drama . ",0.0003142356873,0.0003142356873,1,1,1,3,Failed,,FALSE
"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style . ","the film 's hackneyed message is not uated by the thin ly , nonexistent plot and pretentious visual style . ",0.0006942749023,0.00345236063,0,0,0,19,Failed,,TRUE
"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters . ","a breezy romantic comedy that has the punch of a good sitcom , while offering extremely realistic characters . ",0.0003012418747,0.000360250473,1,1,1,21,Failed,,TRUE
should have been someone else - ,should have been someone else - ,0.008122086525,0.008122086525,0,0,0,2,Failed,,FALSE
coughs and sputters on its own postmodern conceit . ,coughs and sputters on its own postmodern conceit . ,0.003190696239,0.003190696239,0,0,0,1,Failed,,FALSE
"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . ","the lion emperor was a roaring success when it was released eight ages ago , but on tv it looks better , not just bigger . ",0.02113634348,0.1670650244,1,1,1,21,Failed,,TRUE
almost gags on its own gore . ,almost gags on its own gore . ,0.003096163273,0.003096163273,0,0,0,1,Failed,,FALSE
a marvel like none you 've seen . ,a marvel like none you 've seen . ,0.0005766153336,0.0005766153336,1,1,1,2,Failed,,FALSE
"trite , banal , cliched , mostly inoffensive . ","trite , banal , cliched , mostly inoffensive . ",0.0008662343025,0.0008662343025,0,0,0,1,Failed,,FALSE
"immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch . ","immersing us in the constantly inventive , fiercely competitive world of college djs , the project is sensational and surreal , even if scratching makes you itch . ",0.0002737641335,0.0003547668457,1,1,1,16,Failed,,TRUE
"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . ","the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) methods children can make a playground out of the refuse of adults . ",0.0004934072495,0.0005281567574,1,1,1,9,Failed,,TRUE
yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix . ,yakusho and shimizu ... create engaging ways in today 's lively and enjoyable cultural mix . ,0.0002834200859,0.000360250473,1,1,1,22,Failed,,TRUE
"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ","this is wild surreal stuff , but brilliant and the camera just sort of sits there and lets you peek at this and its like you 're going from one room to the next and none of them have any relationship to the other . ",0.007361531258,0.02770018578,1,1,1,12,Failed,,TRUE
"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill . ","there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with nothing more than perfunctory skill . ",0.06232202053,0.6341620684,0,1,0,3,Successful,Negative,
the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy . ,the notion that bombing buildings is the funniest thing in the world goes entirely unopposed in this startlingly unfunny comedy . ,0.001706063747,0.005419313908,0,0,0,12,Failed,,TRUE
"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ","good car illon , great fight scenes , and a distinctive mixing of european , american and asian influences . ",0.0004143118858,0.0005861520767,1,1,1,8,Failed,,TRUE
"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes ","the last 20 minutes are somewhat redeeming , but most of the film is the same teenage american road-trip adventure we 've saw before - only this time you have to read the fart jokes ",0.01122426987,0.5980426073,0,1,0,23,Successful,Positive,
"even in its most tedious scenes , russian ark is mesmerizing . ","even in its most tedious scenes , russian ark is mesmerizing . ",0.0005050897598,0.0005050897598,1,1,1,1,Failed,,FALSE
"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . ","with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . ",0.915288806,0.915288806,1,1,0,1,Skipped,,
"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ","generally , clockstoppers will fulfill your wildest illusions about being a different kind of time traveler , while happily killing 94 minutes . ",0.2633627057,0.6065721512,1,0,1,3,Successful,Negative,
"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ","something akin to a japanese alice through the looking glasses , except that it seem to take itself far more seriously . ",0.3544021249,0.5904467702,1,0,1,6,Successful,Negative,
oh come on . ,oh come on . ,0.1866257787,0.1866257787,0,0,0,1,Failed,,FALSE
"a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate . ","a moody , apocalyptic love stories and sci-fi mystery , solaris is a bleak , haunting film that allowed the seeds of the imagination to germinate . ",0.0002540946007,0.0003311634064,1,1,1,34,Failed,,TRUE
"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","not only are the special effects and narrative flow much enhanced , and daniel radcliffe more emotionally assertive this period around as harry , but the film conjures the magic of author j.k. raus 's books . ",0.0003187656403,0.0003978610039,1,1,1,7,Failed,,TRUE
"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . ","it 's clear the filmmakers were n't sure where they wished their story to go , and yet more clear that they lacked the ability to get us to this undetermined destination . ",0.0008819699287,0.00114607811,0,0,0,11,Failed,,TRUE
"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to tell about what is important in life and why . ",0.0007236599922,0.0008810162544,1,1,1,5,Failed,,TRUE
"even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure . ","even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure . ",0.0715509057,0.0715509057,0,0,0,4,Failed,,FALSE
"( chaiken 's ) talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters . ","( chaiken 's ) talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she generates for her characters . ",0.0003269910812,0.0003279447556,1,1,1,2,Failed,,TRUE
"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . ","sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the fertile mississippi delta undermine this adaptation . ",0.002149343491,0.00303953886,0,0,0,22,Failed,,TRUE
it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ' ,it inspires a continuing and profoundly satisfying awareness of the best movies as monumental ` picture shows . ' ,0.000227868557,0.0002279877663,1,1,1,2,Failed,,TRUE
"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ","featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as jackson 's `` quills '' with more yet realistic results . ",0.0009523034096,0.001071512699,1,1,1,18,Failed,,TRUE
"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . ","gives you the constant pulse of life in a beautiful town viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest man alive . ",0.0003303289413,0.0003353357315,1,1,1,24,Failed,,TRUE
"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth . ","if you are an actress who can relate to the search for inner peace by dramatically depicting the life of others onstage , then esther 's tale is a compelling quest for truth . ",0.0004149079323,0.0004429221153,1,1,1,7,Failed,,TRUE
it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one . ,it 's too bad that the helping hand he utilizes to stir his ingredients is also a heavy one . ,0.00227946043,0.002408742905,0,0,0,5,Failed,,TRUE
"yes , dull . ","yes , dull . ",0.0008617639542,0.0008617639542,0,0,0,1,Failed,,FALSE
"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny . ","some of their jokes work , but most fail miserably and in the ends , pumpkin is far more offensive than it is funny . ",0.001663208008,0.001814305782,0,0,0,2,Failed,,TRUE
intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,0.9757081866,0.9757081866,0,0,1,1,Skipped,,
"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . ","shaky memories of laughter , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy laughs but lead nowhere . ",0.001195311546,0.001902639866,0,0,0,25,Failed,,TRUE
"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . ","the inspirational screenplay by mike rich covers a lots of ground , probably too much , but ties things together , neatly , by the end . ",0.0009754896164,0.001388311386,1,1,1,5,Failed,,TRUE
"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ","ramsay , as in contrast , remains a filmmaker with an acid viewpoint and a genuine gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ",0.001148819923,0.001417517662,1,1,1,18,Failed,,TRUE
the characters are interesting and often very creatively constructed from figure to backstory . ,the characters are interesting and usually very creatively constructed from figure to backstory . ,0.0003653764725,0.0005425810814,1,1,1,3,Failed,,TRUE
so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,so truly awful that labeling it a canine probably constitutes cruelty to canines . ,0.001183629036,0.001265347004,0,0,0,15,Failed,,TRUE
reggio 's continual visual barrage is absorbing as well as thought-provoking . ,reggio 's continual visual ization is absorbing as well as thought-provoking . ,0.0003024339676,0.0003545284271,1,1,1,2,Failed,,TRUE
"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . ","adults will wish the movie were less simplistic , obvious , clumsily plotted and beautifully characterized . ",0.001206040382,0.9847911596,0,1,0,17,Successful,Negative,
you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,0.002607584,0.002607584,1,1,1,1,Failed,,FALSE
"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ","thanks to haynes ' absolute control of the film 's mood , and helped by three terrific performances , far from heaven actually pulled off this stylistic juggling act . ",0.0003340244293,0.0005104541779,1,1,1,23,Failed,,TRUE
the problem with this film is that it lacks focus . ,the difficulty with this film is that it lacked focus . ,0.0007514357567,0.001015245914,0,0,0,7,Failed,,TRUE
"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . ","belongs to daniel day-lewis as much as it belonging to martin scorsese ; it 's a memorable performance in a large , brassy , disturbing , unusual and immensely successful film . ",0.0002798438072,0.0003072023392,1,1,1,11,Failed,,TRUE
involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . ,involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome scarcely matters . ,0.000986456871,0.001249194145,0,0,0,5,Failed,,TRUE
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . ,a tv style murder mystery with a few big screen moments ( including one that appears to be made for a different film altogether ) . ,0.01741915941,0.02568215132,0,0,0,3,Failed,,TRUE
a by-the-numbers patient/doctor pic that covers all the usual ground ,a by-the-numbers patient/doctor pic that covers all the usual ground ,0.06279319525,0.06279319525,0,0,0,2,Failed,,FALSE
it 's a stunning lyrical work of considerable force and truth . ,it 's a remarkable lyrical work of considerable force and truth . ,0.0002618432045,0.0002842545509,1,1,1,3,Failed,,TRUE
"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while . ","while undisputed is n't exactly a high , it is a gripping , tidy little film that takes mr. hill higher than he 's been in a while . ",0.0004594326019,0.0004621744156,1,1,1,18,Failed,,TRUE
funny but perilously slight . ,funny but perilously slight . ,0.07389247417,0.07389247417,1,1,1,1,Failed,,FALSE
cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors . ,cq 's reflection of artists and the love of cinema-and-self suggests anything fewer than a new voice that deserved to be considered as a possible successor to the best european directors . ,0.0007101297379,0.1508481503,1,1,1,7,Failed,,TRUE
"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . ","even if you do now think ( kissinger 's ) any more guilty of criminal activity than most modern politicians , he 'd sure make a courtroom trial great fun to watch . ",0.001241564751,0.0020596385,1,1,1,22,Failed,,TRUE
"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . ","dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . ",0.0009742975235,0.0009742975235,1,1,1,2,Failed,,FALSE
a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 . ,a literate presentation that wonderfully weaves a bloody event in 1873 with bloody rage in 2002 . ,0.0004279017448,0.0004779100418,1,1,1,3,Failed,,TRUE
the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,the script is also very good ; not yet anyone as gifted as hoffman ( the actor ) can deliver it work . ,0.0009563565254,0.9409416914,0,1,0,15,Successful,Negative,
"( e ) ventually , every idea in this film is flushed down the latrine of heroism . ","( e ) ventually , each idea in this film is flushed down the latrine of heroism . ",0.005482256413,0.009553194046,0,0,0,17,Failed,,TRUE
"a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore . ","a cartoon that 's genuinely cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a massive , four-legged herbivore . ",0.0003967881203,0.0004315972328,1,1,1,11,Failed,,TRUE
"it 's dumb , but more importantly , it 's just not scary . ","it 's dumb , but more importantly , it 's just not scary . ",0.001828432083,0.001828432083,0,0,0,1,Failed,,FALSE
detox is ultimately a pointless endeavor . ,detox is ultimately a futile endeavor . ,0.0010420084,0.001338243484,0,0,0,2,Failed,,TRUE
"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . ","as a rumor of angels reveals itself to be a golden tub of supernatural hokum , not yet ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . ",0.001938641071,0.02614510059,0,0,0,21,Failed,,TRUE
an exquisitely crafted and acted tale . ,an exquisitely conceived and acted tale . ,0.0002403855324,0.0002447962761,1,1,1,2,Failed,,TRUE
this is so bad . ,this is so bad . ,0.001237154007,0.001237154007,0,0,0,1,Failed,,FALSE
"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",0.6470045447,0.6470045447,1,1,0,1,Skipped,,
light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ,light years / several warp sities / levels and levels of dilithium crystals better than the pitiful insurrection . ,0.01121097803,0.01696592569,1,1,1,3,Failed,,TRUE
"it 's about following your dreams , no matter what your parents think . ","it 's about following your dream , no matter what your parents think . ",0.03493994474,0.04114842415,1,1,1,2,Failed,,TRUE
the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,the overall effect is less like a children 's film than a recruitment film for future hollywood sellouts . ,0.01068228483,0.01627206802,0,0,0,6,Failed,,TRUE
"anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity . ","anchored by moore and williams 's superb performances , the movie 's power lies in its complexity . ",0.0003651380539,0.0004220604897,1,1,1,23,Failed,,TRUE
"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","unlike the speedy therapeutic effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ",0.0008769631386,0.001159131527,1,1,1,8,Failed,,TRUE
a sequel that 's much too big for its britches . ,a sequel that 's much too grand for its britches . ,0.001471877098,0.004167377949,0,0,0,3,Failed,,TRUE
"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ","harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ",0.9956855774,0.9956855774,0,0,1,1,Skipped,,
"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . ","deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . ",0.0007663965225,0.0007663965225,0,0,0,4,Failed,,FALSE
"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","dragonfly has no atmosphere , no tension -- none but costner , flailing away . ",0.006671071053,0.0101442337,0,0,0,3,Failed,,TRUE
"the film is powerful , accessible and funny . ","the film is powerful , accessible and funny . ",0.0002396702766,0.0002396702766,1,1,1,1,Failed,,FALSE
and that 's a big part of why we go to the movies . ,and that 's a major portion of why we going to the movies . ,0.001207888126,0.003602564335,1,1,1,6,Failed,,TRUE
"crackerjack entertainment -- nonstop romance , music , suspense and action . ","crackerjack entertainment -- nonstop romance , music , suspense and action . ",0.0003650188446,0.0003650188446,1,1,1,1,Failed,,FALSE
the minor figures surrounding ( bobby ) ... form a gritty urban mosaic . ,the minor figures surrounding ( bobby ) ... form a gritty urban mosaic . ,0.0007414221764,0.0007414221764,1,1,1,1,Failed,,FALSE
"a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart . ","a poignant and compelling tale about relationships , food of love takes us on a bumpy but satisfying tour of the heart . ",0.0002871155739,0.0003010034561,1,1,1,5,Failed,,TRUE
a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . ,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . ,0.9085667133,0.9085667133,0,0,1,1,Skipped,,
"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . ","the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the ultimate destination . ",0.002252757549,0.005902171135,1,1,1,3,Failed,,TRUE
lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,lapaglia 's abilities to convey sorrow and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,0.0006516575813,0.0007812976837,1,1,1,6,Failed,,TRUE
villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) . ,villeneuve spent too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) . ,0.002839326859,0.00340795517,0,0,0,3,Failed,,TRUE
"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . ","care deftly captures the wonder and menace of growing up , but he never truly embraces the joy of god 's destructive escapism or the delight found by his characters . ",0.01726931334,0.09084123373,0,0,0,24,Failed,,TRUE
"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . ","this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . ",0.0004400610924,0.0004400610924,1,1,1,1,Failed,,FALSE
"if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter . ","if looking for a thrilling sci-fi cinematic ride , do never settle for this imposter . ",0.008361876011,0.04151809216,0,0,0,3,Failed,,TRUE
plays like a volatile and overlong w magazine fashion spread . ,plays like a volatile and powerful w magazine fashion spread . ,0.0009980797768,0.9974201918,0,1,0,19,Successful,Negative,
"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ","not far beneath the surface , this reconfigured tale asked disturbing questions about those things we expect from military epics . ",0.3235228658,0.7525987625,1,0,1,2,Successful,Positive,
michael gerbosi 's script is economically packed with telling scenes . ,michael gerbosi 's script is economically packed with telling scenes . ,0.0007648468018,0.0007648468018,1,1,1,2,Failed,,FALSE
moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ,0.999198854,0.999198854,1,1,0,1,Skipped,,
so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor . ,so refreshingly incisive is grant that for the 2nd time he 'll probably appeal more to boys than to their girlfriends who drag them to this movie for the hugh factor . ,0.001246213913,0.001635849476,1,1,1,9,Failed,,TRUE
"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ","comes off like a rejected abc christmas special , freshened up by the dunce of a screenwriting 101 class . ",0.001357138157,0.001652002335,0,0,0,19,Failed,,TRUE
"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . ","it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . ",0.001117646694,0.001117646694,0,0,0,4,Failed,,FALSE
a romantic comedy enriched by a sharp eye for manners and mores . ,a sentimental comedy enriched by a sharp eye for manners and mores . ,0.0003244876862,0.0003496408463,1,1,1,2,Failed,,TRUE
the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . ,the fly-on-the-wall methods used to document rural french school life is a refreshing departure from the now more prevalent technique of the film being a visible part of their work . ,0.0009224414825,0.001141905785,1,1,1,21,Failed,,TRUE
rare birds has more than enough charm to make it memorable . ,rare birds has more than adequate charm to make it memorable . ,0.0002602934837,0.0009372830391,1,1,1,4,Failed,,TRUE
it 's a bit disappointing that it only manages to be decent instead of dead brilliant . ,it 's a bit disappointing that it only manages to be decent instead of dead brilliant . ,0.003746390343,0.003746390343,0,0,0,1,Failed,,FALSE
it has all the excitement of eating oatmeal . ,it has all the excitement of eating oatmeal . ,0.8290968537,0.8290968537,1,1,0,1,Skipped,,
"it haunts , horrifies , startles and fascinates ; it is impossible to look away . ","it haunts , horrifies , hurts and fascinates ; it is impossible to look away . ",0.0008497238159,0.001285910606,1,1,1,20,Failed,,TRUE
"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","for close to two hour the audience is compelled to endure three terminally depressed , mostly inarticulate , hyper pathic families for the cost of one . ",0.002205967903,0.005388379097,0,0,0,9,Failed,,TRUE
a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ,a beautifully acted and humorous/gritty fable of the murder of one woman at the hands of the invisible forces of fate . ,0.0002549290657,0.0002951025963,1,1,1,13,Failed,,TRUE
"( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . ","( t ) here 's only so much anyone can do with a florid , gorgeous , anne nberg rock 'n' roll vampire novel before the true silliness of the entire affair defeats them . ",0.001475393772,0.02306044102,0,0,0,32,Failed,,TRUE
"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . ","for anybody unfamiliar with such practices in general and theatrical phenomenon of hell houses in specific , it 's an eye-opener . ",0.004060268402,0.004762291908,1,1,1,14,Failed,,TRUE
"`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see . ","`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see . ",0.0004114508629,0.0004114508629,1,1,1,1,Failed,,FALSE
i just loved every minute of this film . ,i just liked each minute of this film . ,0.0005054473877,0.0006563067436,1,1,1,6,Failed,,TRUE
"a quiet , pure , elliptical film ","a quiet , pure , elliptical film ",0.0003985762596,0.0003985762596,1,1,1,1,Failed,,FALSE
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . ","a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . ",0.00186663866,0.00186663866,0,0,0,5,Failed,,FALSE
"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","a simple , but gritty and effective ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ",0.0003336668015,0.000335931778,1,1,1,17,Failed,,TRUE
"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction . ","it 's so mediocre , despite the dynamic duo on the marquee , that we just ca lly get no satisfaction . ",0.0008046030998,0.0009135007858,0,0,0,6,Failed,,TRUE
do not see this film . ,do not see this film . ,0.007364213467,0.007364213467,0,0,0,1,Failed,,FALSE
binoche makes it interesting trying to find out . ,binoche makes it interesting trying to find out . ,0.0007496476173,0.0007496476173,1,1,1,1,Failed,,FALSE
the most compelling wiseman epic of recent years . ,the most compelling wiseman saga of recent years . ,0.0002389550209,0.0002713799477,1,1,1,2,Failed,,TRUE
there 's no emotional pulse to solaris . ,there 's no emotional pulse to solaris . ,0.0102661252,0.0102661252,0,0,0,1,Failed,,FALSE
"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . ","for each chuckle there are at least nine complete misses , many come from the amazingly lifelike tara reid , whom acting abilities are comparable to a cardboard cutout . ",0.02230858803,0.1378360391,0,0,0,10,Failed,,TRUE
"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . ","although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . ",0.9970028996,0.9970028996,1,1,0,1,Skipped,,
"from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie . ","from the opening scenes , it 's clear that all about the benjamins is a totally real movie . ",0.0007321238518,0.9996115565,0,1,0,2,Successful,Negative,
"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ","on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ",0.9708206654,0.9708206654,0,0,1,1,Skipped,,
"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner . ","the film is founded on truth and even there is anything about it that feels incomplete , as if the real story starts just around the corner . ",0.01395523548,0.630597651,0,1,0,5,Successful,Negative,
"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . ","i 've always dreaming of attending cannes , but after witnessing this film , it 's not that huge a deal . ",0.09796607494,0.5121673346,0,1,0,8,Successful,Positive,
a coarse and stupid gross-out . ,a coarse and stupid gross-out . ,0.000670671463,0.000670671463,0,0,0,1,Failed,,FALSE
... nothing scary here except for some awful acting and lame special effects . ,... nothing scary here except for some scary acting and lame special effects . ,0.0007752180099,0.00113260746,0,0,0,4,Failed,,TRUE
nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . ,nothing in waking up in reno ever inspired me to think of its inhabitants as something more than markers in a screenplay . ,0.05864036083,0.2545298338,0,0,0,6,Failed,,TRUE
here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . ,here 's yet another studio horror franchise mucking up its storyline with glitches casual lovers could correct in their sleep . ,0.0008011460304,0.0008454322815,0,0,0,3,Failed,,TRUE
"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' ","so unassuming and pure of heart , you ca ely help but warmly extend your arms and yell ` safe ! ' ",0.0005213618279,0.001316130161,1,1,1,5,Failed,,TRUE
it treats women like idiots . ,it treats women like idiots . ,0.002311348915,0.002311348915,0,0,0,1,Failed,,FALSE
