original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,human
"yes , dull . ","yes , dull . ",0.0008617639542,0.0008617639542,0,0,0,1,Failed,
"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny . ","some of their pranks cooperate , but most fail miserably and in the end , pumpkin is far more onslaught than it is droll . ",0.001663208008,0.03779244423,0,0,0,25,Failed,
intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,0.9757083058,0.9757083058,0,0,1,1,Skipped,
"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . ","breakable close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do attracting easy chuckle but lead anywhere . ",0.001195311546,0.3515664339,0,0,0,24,Failed,
"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . ","the inspirational scripts by mike rich covers a lot of ground , conceivably too much , but ties things together , stylishly , by the ends . ",0.0009754896164,0.01437628269,1,1,1,15,Failed,
"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ","ramsay , as in ratcatcher , remains a filmmaker with an acidic views and a real gift for bothering chilly poem out of lives and settings that might otherwise seem drab and sordid . ",0.001148819923,0.01790565252,1,1,1,13,Failed,
the characters are interesting and often very creatively constructed from figure to backstory . ,the characters are interesting and normally very creatively erected from figure to backstory . ,0.0003653764725,0.002472698689,1,1,1,13,Failed,
so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,so unremittingly fearsome that tag it a dog possibly constitutes brutality to canines . ,0.001183629036,0.01106274128,0,0,0,32,Failed,
reggio 's continual visual barrage is absorbing as well as thought-provoking . ,reggio 's incessant visual roadblock is absorbing as well as thought-provoking . ,0.0003024339676,0.0003627538681,1,1,1,12,Failed,
"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . ","grownups will wish the movie were less simplistic , obvious , clumsily masterminded and shallowly characterised . ",0.001206040382,0.002050697803,0,0,0,7,Failed,
you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,you will appear with a clearer opinions of how the gears of justice milling on and the death report comes to share airtime beside the farm report . ,0.002607584,0.1093444824,1,1,1,19,Failed,
"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ","thanks to hynes ' absolute control of the film 's mood , and buoyed by three resplendent performances , far from heaven indeed pulled off this stylistic juggling act . ",0.0003340244293,0.0004398226738,1,1,1,11,Failed,
the problem with this film is that it lacks focus . ,the difficulties with this film is that it lacked concentrates . ,0.0007514357567,0.001963913441,0,0,0,16,Failed,
"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . ","belongs to daniele day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , nagging , uncommon and enormously successful film . ",0.0002798438072,0.0003492832184,1,1,1,39,Failed,
involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . ,comprises two mysteries -- one it gives away and the other featuring such desperately drawn characters that its results practically matters . ,0.000986456871,0.2208263278,0,0,0,16,Failed,
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . ,a tv style murder enigma with a few big screen times ( including one that seems to be made for a different film abundantly ) . ,0.0174190402,0.6057218313,0,1,0,15,Successful,
a by-the-numbers patient/doctor pic that covers all the usual ground ,a by-the-numbers patient/doctor pic that encompasses all the usual ground ,0.06279301643,0.9514582753,0,1,0,8,Successful,
it 's a stunning lyrical work of considerable force and truth . ,it 's a staggering lyrical works of sizable force and truth . ,0.0002618432045,0.0003727674484,1,1,1,39,Failed,
"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while . ","while undisputed is n't exactly a higher , it is a gripping , tidy little film that takes monsieur. hill upper than he 's been in a while . ",0.0004594326019,0.0005664229393,1,1,1,14,Failed,
funny but perilously slight . ,comical but perilously slight . ,0.07389205694,0.6561491489,1,0,1,4,Successful,
cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors . ,cq 's reflection of artists and the love of cinema-and-self proposes anything lowest than a new voice that deserved to be considered as a possible successor to the best european directors . ,0.0007101297379,0.9210491776,1,0,1,15,Successful,
"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . ","even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial prodigious droll to watch . ",0.001241564751,0.8273655176,1,0,1,15,Successful,
"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . ","breathless in its complexity , worrisome for its extraordinary themes , the piano schoolmaster is a movie that defies categorisation . ",0.0009742975235,0.005538284779,1,1,1,16,Failed,
a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 . ,a literate submissions that surprisingly weaves a fatal event in 1873 with murderous rage in 2002 . ,0.0004279017448,0.00872528553,1,1,1,35,Failed,
the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,the screenplay is n't very buena ; not even person as gifted as hoffman ( the actor ) can make it worked . ,0.0009563565254,0.001251339912,0,0,0,22,Failed,
"( e ) ventually , every idea in this film is flushed down the latrine of heroism . ","( e ) ventually , every think in this cinematic is flushed down the latrine of gallantry . ",0.005482256413,0.06770151854,0,0,0,19,Failed,
"a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore . ","a caricature that 's truly cinematographic in scope , and a tales that 's cogent and heartfelt -- even if the heart belongs to a big , four-legged herbivore . ",0.0003967881203,0.001326918602,1,1,1,14,Failed,
"it 's dumb , but more importantly , it 's just not scary . ","it 's dumb , but more importantly , it 's just not horrific . ",0.001828432083,0.7520407438,0,1,0,9,Successful,
detox is ultimately a pointless endeavor . ,detox is eventually a senseless effort . ,0.0010420084,0.004578888416,0,0,0,8,Failed,
"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . ","as a rumour of angels reveals itself to be a sudsy bath of supernatural hokum , not even ms. redgrave 's noblest endeavours can redeem it from despondent sentimentality . ",0.001938641071,0.005636453629,0,0,0,20,Failed,
an exquisitely crafted and acted tale . ,an exquisitely worded and acted story . ,0.0002403855324,0.0003081560135,1,1,1,7,Failed,
this is so bad . ,this is so bad . ,0.001237154007,0.001237154007,0,0,0,2,Failed,
"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",0.6470048428,0.6470048428,1,1,0,1,Skipped,
light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ,light years / several warp speeds / levels and echelons of dilithium crystals nicer than the pathetic disobedience . ,0.01121097803,0.6222972274,1,0,1,34,Successful,
"it 's about following your dreams , no matter what your parents think . ","it 's about following your dream , no matter what your relatives believing . ",0.03494006395,0.4568075538,1,1,1,9,Failed,
the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,the overall effect is less like a children 's cinema than a conscription cinematic for future hollywood sellouts . ,0.01068228483,0.1382769942,0,0,0,29,Failed,
"anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity . ","rooted by friel and williams 's noteworthy performances , the movie 's power lies in its complication . ",0.0003651380539,0.3263961077,1,1,1,26,Failed,
"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","unlike the speedy wham-bam effect of most hollywood affords , character development -- and more importantly , character empathy -- is at the nub of italian for beginners . ",0.0008769631386,0.6431183815,1,0,1,13,Successful,
a sequel that 's much too big for its britches . ,a sequel that 's very too immense for its britches . ,0.001471877098,0.02399170399,0,0,0,14,Failed,
"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ","harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ",0.9956855774,0.9956855774,0,0,1,1,Skipped,
"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . ","deadeningly monotonous , steeped in intricate melodrama , nonsensical parlance and stiff-upper-lip laboriousness . ",0.0007663965225,0.001555860043,0,0,0,19,Failed,
"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","dragonfly has no atmosphere , no tensile -- none but costner , flailing away . ",0.006671071053,0.02313607931,0,0,0,6,Failed,
"the film is powerful , accessible and funny . ","the films is forceful , approachable and funny . ",0.0002396702766,0.0003230571747,1,1,1,8,Failed,
and that 's a big part of why we go to the movies . ,and that 's a considerable part of why we go to the cinema . ,0.001207888126,0.005935013294,1,1,1,11,Failed,
"crackerjack entertainment -- nonstop romance , music , suspense and action . ","crackerjack entertainments -- incessant romance , music , wait and actions . ",0.0003650188446,0.0572733283,1,1,1,13,Failed,
the minor figures surrounding ( bobby ) ... form a gritty urban mosaic . ,the minor numerals surrounding ( bobby ) ... form a gritty urban patchwork . ,0.0007414221764,0.04302996397,1,1,1,6,Failed,
"a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart . ","a poignant and convincing story about relationship , meal of love takes us on a bumpy but satisfying itinerary of the heart . ",0.0002871155739,0.0003523826599,1,1,1,20,Failed,
a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . ,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . ,0.9085665345,0.9085665345,0,0,1,1,Skipped,
"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . ","the lifelike lead performances maintain interest and empathy , but the trips is far more interesting than the definitive destination . ",0.002252757549,0.6112341881,1,0,1,26,Successful,
lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,lapaglia 's abilities to convey grief and hope works with weaver 's sensitive reaction to make this a two-actor padrone schoolroom . ,0.0006516575813,0.003183662891,1,1,1,26,Failed,
villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) . ,villeneuve dedicates too much times wallowing in bibi 's generic angst ( there are a lot of beatings of her gazed out windows ) . ,0.002839326859,0.009639978409,0,0,0,11,Failed,
"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . ","care deftly captured the wonder and menace of growing up , but he never truthfully encompasses the jubilation of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . ",0.01726931334,0.3843374252,0,0,0,18,Failed,
"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . ","this is an ungenerous attempt from the daughter of abomination director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it suspiciously magnetic . ",0.0004400610924,0.6959591508,1,0,1,25,Successful,
"if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter . ","if looking for a exhilarating sci-fi cinematic ride , do n't liquidate for this pretender . ",0.008361876011,0.3222694993,0,0,0,21,Failed,
plays like a volatile and overlong w magazine fashion spread . ,plays like a volatile and overlong w magazine fashion proliferation . ,0.0009980797768,0.001790642738,0,0,0,8,Failed,
"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ","not far beneath the surface , this reconfigured tale asks ominous questions about those things we expect from military epics . ",0.3235239983,0.7682631612,1,0,1,9,Successful,
michael gerbosi 's script is economically packed with telling scenes . ,michael gerbosi 's scripts is financially packed with telling scenes . ,0.0007648468018,0.1005390882,1,1,1,4,Failed,
moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ,0.999198854,0.999198854,1,1,0,1,Skipped,
so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor . ,so pleasantly incisive is grant that for the first time he 'll presumably appeal more to grooms than to their girlfriends who trawling them to this movie for the hugh factor . ,0.001246213913,0.2649403811,1,1,1,29,Failed,
"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ","comes off like a refusing abcs afterschool specific , freshened up by the dunce of a screenwriting 101 classe . ",0.001357138157,0.002848684788,0,0,0,15,Failed,
"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . ","it has its times of swaggering camaraderie , but more traditionally just feels generic , derivative and accomplished to mortality . ",0.001117646694,0.005203664303,0,0,0,22,Failed,
a romantic comedy enriched by a sharp eye for manners and mores . ,a romantic comedy spiked by a steep eye for manners and mores . ,0.0003244876862,0.7263380289,1,0,1,3,Successful,
the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . ,the fly-on-the-wall method used to document rural french school living is a freshen departing from the now more omnipresent technique of the docu-makers being a visible part of their work . ,0.0009224414825,0.01076906919,1,1,1,17,Failed,
rare birds has more than enough charm to make it memorable . ,rare birds has more than adequate charm to deliver it unforgettable . ,0.0002602934837,0.0004318356514,1,1,1,7,Failed,
it 's a bit disappointing that it only manages to be decent instead of dead brilliant . ,it 's a bite disappointed that it only manages to be decent instead of dead magnificent . ,0.003746390343,0.0523225069,0,0,0,18,Failed,
it has all the excitement of eating oatmeal . ,it has all the excitement of eating oatmeal . ,0.8290965557,0.8290965557,1,1,0,1,Skipped,
"it haunts , horrifies , startles and fascinates ; it is impossible to look away . ","it haunts , horrifies , startles and fascinates ; it is impractical to peek away . ",0.0008497238159,0.08023279905,1,1,1,6,Failed,
"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","for close to two hours the audiences is forced to withstand three terminally depressed , mostly inarticulate , hyper dysfunctional family for the prix of one . ",0.002205967903,0.03082489967,0,0,0,11,Failed,
a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ,a astonishingly served and droll/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ,0.0002549290657,0.02028256655,1,1,1,26,Failed,
"( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . ","( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the entire fling trounced them . ",0.001475393772,0.001769840717,0,0,0,6,Failed,
"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . ","for anyone unspecified with pentacostal practices in general and theatrical phenomena of dammit domicile in particular , it 's an eye-opener . ",0.004060268402,0.2790256739,1,1,1,26,Failed,
"`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see . ","`` basically martha '' is a glossy , light modern day family parable that gate its crux on its sleeve for all to see . ",0.0004114508629,0.001912951469,1,1,1,16,Failed,
i just loved every minute of this film . ,i just adored any minute of this movie . ,0.0005054473877,0.001352250576,1,1,1,14,Failed,
"a quiet , pure , elliptical film ","a quietness , sheer , elliptical films ",0.0003985762596,0.03771752119,1,1,1,10,Failed,
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . ","a disillusion for those who loved substituting versions of the bard , notably ones that involve deep fryers and hamburgers . ",0.00186663866,0.01162970066,0,0,0,26,Failed,
"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","a easy , but sandstone and well-acted ensemble drama that consists a potent metaphor for a country still dealing with its fascists past . ",0.0003336668015,0.0003843307495,1,1,1,16,Failed,
"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction . ","it 's so mediocre , despite the vibrant duo on the marquee , that we just wo n't gets no gratification . ",0.0008046030998,0.001506090164,0,0,0,9,Failed,
do not see this film . ,do not behold this film . ,0.007364213467,0.925329864,0,1,0,4,Successful,
binoche makes it interesting trying to find out . ,binoche makes it interesting trying to found out . ,0.0007496476173,0.001142263412,1,1,1,9,Failed,
the most compelling wiseman epic of recent years . ,the most cogent wiseman epic of latest ages . ,0.0002389550209,0.0008745789528,1,1,1,8,Failed,
there 's no emotional pulse to solaris . ,there 's no sentimental pulse to solaris . ,0.0102661252,0.05789685249,0,0,0,3,Failed,
"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . ","for each chuckle there are at least 10 complete misses , many coming from the marvelously lifelike tara reid , whose acting skills are comparable to a luge cutout . ",0.02230858803,0.8438032866,0,1,0,20,Successful,
"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . ","although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . ",0.9970028996,0.9970028996,1,1,0,1,Skipped,
"from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie . ","from the opening scenes , it 's unequivocal that all about the benjamins is a perfectly formulaic filmmaking . ",0.0007321238518,0.00352448225,0,0,0,22,Failed,
"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ","on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ",0.9708207846,0.9708207846,0,0,1,1,Skipped,
"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner . ","the film is founded on truth and even there is something about it that believes incomplete , as if the real story starts just around the corner . ",0.01395523548,0.510925889,0,1,0,14,Successful,
"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . ","i 've always dreamed of attending cannes , but after seeing this film , it 's not that enormous a deal . ",0.09796667099,0.7254080772,0,1,0,8,Successful,
a coarse and stupid gross-out . ,a coarse and imbecile gross-out . ,0.000670671463,0.0009787082672,0,0,0,9,Failed,
... nothing scary here except for some awful acting and lame special effects . ,... nothing fearful here except for some frightful acting and lame special effects . ,0.0007752180099,0.002213120461,0,0,0,24,Failed,
nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . ,nothin in waking up in reno ever inspired me to think of its inhabitants as something more than marker in a screenplay . ,0.05864036083,0.9111993909,0,1,0,8,Successful,
here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . ,here 's yet another studio horror candour mucking up its storyline with glitches occasional lovers could correct in their slept . ,0.0008011460304,0.001006305218,0,0,0,13,Failed,
"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' ","so unassuming and pur of heart , you ca n't helping but warmly prolonging your arms and holler ` safe ! ' ",0.0005213618279,0.04966264963,1,1,1,24,Failed,
it treats women like idiots . ,it discusses women like idiots . ,0.002311348915,0.01700937748,0,0,0,3,Failed,
"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments . ","... intrigue keyholes so grand and palpable a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments . ",0.002519667149,0.5595198274,0,1,0,34,Successful,
but it 's too long and too convoluted and it ends in a muddle . ,but it 's too long and too convoluted and it culminates in a chaos . ,0.0008429288864,0.003013670444,0,0,0,10,Failed,
one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece . ,one of the best films of the annum with its explorer of the obstacles to happiness faced by five contemporary individuals ... a psychiatric masterpiece . ,0.0002593398094,0.0003255605698,1,1,1,10,Failed,
"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists . ","although german cooking does not come conveniently to mind when considering the world 's best cuisine , largely tasha could make deutchland a popular destination for starved tourists . ",0.002035140991,0.009779453278,1,1,1,9,Failed,
"if the first men in black was money , the second is small change . ","if the first men in black was money , the second is tiny alteration . ",0.02676075697,0.06314730644,0,0,0,22,Failed,
do n't be fooled by the impressive cast list - eye see you is pure junk . ,do n't be tricked by the impressive cast list - eye see you is pure trash . ,0.00948548317,0.3385229111,0,0,0,6,Failed,
"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . ","another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . ",0.947075665,0.947075665,0,0,1,1,Skipped,
scorsese does n't give us a character worth giving a damn about . ,scorsese does n't lend us a trait worth confer a damn about . ,0.002313494682,0.003282129765,0,0,0,18,Failed,
"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie . ","with rabbit-proof fence , noyce has tailoring an epic story into a scrawny , economical movies . ",0.0004929304123,0.4490314126,1,1,1,19,Failed,
the plot convolutions ultimately add up to nothing more than jerking the audience 's chain . ,the intrigue convolutions finally summing up to nothing more than jerking the spectators 's chain . ,0.001598656178,0.5301506519,0,1,0,15,Successful,
there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . ,there are some strikingly fresh times that smooth the moral rigidity with human benevolence and hopefulness . ,0.0002695918083,0.0004565119743,1,1,1,25,Failed,
does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,does little more than play an harmless gaming of fill-in - the-blanks with a tragic past . ,0.002547442913,0.004669427872,0,0,0,9,Failed,
"feature debuter d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life . ","feature debuter d.j. caruso directs a cleft ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life . ",0.0008374452591,0.5292021036,1,0,1,5,Successful,
"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem . ","it does nothing new with the ancient conte , except to demonstrate fisticuffs in this sort of stop-go slow motion that makes the gang rumbling look like they 're being streamed over a 28k modem . ",0.002578258514,0.01198792458,0,0,0,34,Failed,
"one of those energetic surprises , an original that pleases almost everyone who sees it . ","one of those vigorous astonishment , an original that pleases nearly everyone who sees it . ",0.0002350211143,0.0002821087837,1,1,1,7,Failed,
"seldahl 's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness . ","seldahl 's barbara is a concrete and shifting portrait of somebody whose world is turned upside down , first by passion and then by illnesses . ",0.0005122423172,0.002193748951,1,1,1,8,Failed,
"passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards . ","passable entertainment , but it 's the kind of motion picture that wo n't make much of a spatter when it 's released , and will not be reminded long afterwards . ",0.06297749281,0.9021972418,0,1,0,9,Successful,
the film 's tone and pacing are off almost from the get-go . ,the film 's tone and pacing are off hardly from the get-go . ,0.001399457455,0.006285727024,0,0,0,8,Failed,
lovely and poignant . ,lovely and wrenching . ,0.0002395510674,0.0002858042717,1,1,1,2,Failed,
"a broad , melodramatic estrogen opera that 's pretty toxic in its own right . ","a broader , melodramatic estrogen opera that 's quite venomous in its own right . ",0.001770198345,0.3721419573,0,0,0,11,Failed,
"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . ","( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- waterfalls short . ",0.09181135893,0.9785075188,0,1,0,7,Successful,
"offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm . ","delivers very small veritable romance and even fewer laughs ... a sorrowful sitcom of a movie , largely devoid of charm . ",0.0007410645485,0.001835763454,0,0,0,26,Failed,
"though only 60 minutes long , the film is packed with information and impressions . ","though only 60 minutes long , the film is packaging with information and impressions . ",0.0005392432213,0.652962923,1,0,1,3,Successful,
just not campy enough ,just not campy enough ,0.00155043602,0.00155043602,0,0,0,3,Failed,
"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ","every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ",0.951012969,0.951012969,1,1,0,1,Skipped,
"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . ","it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . ",0.8070789576,0.8070789576,1,1,0,1,Skipped,
"it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . ","it can not be adored , even on the level that one enjoy a bad slasher flick , notably because it is drab . ",0.0007205605507,0.00204706192,0,0,0,16,Failed,
"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults . ","despite all evidence to the contrary , this clunker has somewhere managing to pose as an real feature film , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults . ",0.0152951479,0.05380702019,0,0,0,10,Failed,
it 's just filler . ,it 's just filler . ,0.001687169075,0.001687169075,0,0,0,1,Failed,
a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . ,a hamfisted romantic humor that makes our women the hapless facilitator of an prolonged inexpensive shot across the mason-dixon line . ,0.005879223347,0.06804323196,0,0,0,24,Failed,
"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution . ","one of those photography whose promising , if rather precious , assumption is impair by amateurish executing . ",0.001532018185,0.01098275185,0,0,0,31,Failed,
"the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original . ","the comedy is n't as sharp , the influence not as revolutionary , nor the story as resourceful as in the original . ",0.001098394394,0.001876652241,0,0,0,19,Failed,
director uwe boll and the actors provide scant reason to care in this crude '70s throwback . ,director uwe boll and the actors render meagre reasons to care in this crude '70s throwback . ,0.0009456276894,0.01418656111,0,0,0,18,Failed,
"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . ","... a conte we have n't seen on the hefty screen before , and it 's a conte that we as americans , and human humans , should know . ",0.001434504986,0.01591604948,1,1,1,26,Failed,
if your taste runs to ` difficult ' films you absolutely ca n't miss it . ,if your taste runs to ` laborious ' films you fully ca n't missed it . ,0.002620697021,0.8231288791,1,0,1,14,Successful,
"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","this movie is something of an impostor itself , extend and padding its materials in a blur of deceased terminates and distracting camera work . ",0.0008640885353,0.001302480698,0,0,0,12,Failed,
i got a headache watching this meaningless downer . ,i got a headaches watching this senseless downer . ,0.0008845925331,0.001579046249,0,0,0,11,Failed,
zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight . ,zaidan 's screenplay has scarcely enough intrigue to string the stunts together and not rather enough characterization to keep the faces straight . ,0.0007918477058,0.001375317574,0,0,0,14,Failed,
the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing . ,the resplendent and bewilderingly underestimated campbell scott donne a star performance that is anything short of mesmerizing . ,0.0002718567848,0.001052200794,1,1,1,17,Failed,
"building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise . ","building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a sizable character scrutinize that is both relocating and wise . ",0.0003055334091,0.8422561884,1,0,1,19,Successful,
"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","all the amped-up tony hawk-style cascades and thrashing rap-metal ca n't hide the fact that , really , we 've been here , done that . ",0.06355726719,0.6605936289,0,1,0,9,Successful,
"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . ","the director knows how to applied textural gloss , but his portrait of sex-as-war is purely sitcom . ",0.07821625471,0.09998267889,0,0,0,17,Failed,
"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it . ","visually rather amazing , but lastly a handsome-looking bore , the true inventiveness would have been to hide cherish planet entirely and completely reimagine it . ",0.0137668848,0.1874132752,0,0,0,16,Failed,
