idx,text,label,llm_label,llm_explanation,different_label,features,transforms
451,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ",1,1,"The sentiment of the text is positive. The use of words like 'improved', 'assertive', and 'magic' indicate that the film is well-crafted and enjoyable, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
452,"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . ",0,0,"The sentiment of the text is negative. The use of phrases like 'were n't sure' and 'lack the skills' suggest that the filmmakers are not competent and are unable to effectively tell their story, which has a negative connotation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
453,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ",1,1,"The sentiment of the text is positive. The use of words like 'beguiling', 'droll', and 'delicate' indicate that the film is enjoyable and entertaining. The phrase 'touching things to say' suggests that the film has a meaningful message, which is a positive sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
454,"even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure . ",0,0,"The sentiment of the text is negative. The use of words like 'yammering' and 'unsure' suggest that the narrator is unreliable and uncertain, which has a negative connotation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
455,"( chaiken 's ) talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters . ",1,1,"The sentiment of the text is positive. The use of words like 'evocative', 'accurate', 'lively', and 'convincing' indicate that the writer has a high level of skill and talent, which is being praised in the text.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
456,"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . ",0,0,"The sentiment of the text is negative. The use of words like 'clumsy' and 'myopic' suggest that the adaptation is flawed and lacking in insight. The addition of 'sticky sweet sentimentality' implies that the adaptation is overly sentimental and sappy, further contributing to the negative sentiment of the text.",0,"[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
457,it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ' ,1,1,"The sentiment of the text is positive. The use of words like 'inspires', 'deeply satisfying', and 'monumental' suggest that the subject matter is of great value and is appreciated by the speaker, creating a positive sentiment.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
458,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ",1,1,"The sentiment of the text is positive. The use of words like 'dangerously seductive' and 'great' to describe Daniel Auteuil's performance suggests that the performance is impressive and noteworthy. The phrase 'more unsettlingly realistic results' implies that the film is more effective than its predecessor, indicating a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
459,"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . ",1,1,"The sentiment of the text is positive. The phrase 'steady pulse of life' implies that the city is vibrant and alive, while the phrase 'one of the luckiest men alive' suggests that the character is content and appreciative of his life despite his losses.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
460,"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth . ",1,1,"The sentiment of the text is positive. The use of words like 'compelling' and 'quest for truth' suggest that the story is meaningful and worthwhile, implying a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
461,it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one . ,0,0,"The sentiment of the text is negative. The phrase 'too bad' implies that something is unfortunate or undesirable, and the use of the word 'heavy' suggests that the helping hand is oppressive or burdensome.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
462,"yes , dull . ",0,0,"The sentiment of the text is negative. The use of the word 'dull' implies that the subject matter is uninteresting and boring, which has a negative connotation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
463,"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny . ",0,0,"The sentiment of the text is negative. The use of words like 'miserably' and 'offensive' suggest that the jokes are not successful, and the overall tone of the text is negative.",0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
464,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,1,0,"The sentiment of the text is negative. The phrase 'emotionally diluted' implies that the documentary is lacking in emotional impact, while 'least interesting subject' suggests that the story is unengaging. These phrases indicate a negative evaluation of the documentary.",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
465,"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . ",0,2,"The sentiment of the text is neutral. The text does not contain any words that suggest a positive or negative sentiment, so it is best classified as neutral.",1,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
466,"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . ",1,1,"The sentiment of the text is positive. The use of the words 'inspirational' and 'neatly' suggest that the screenplay is well-crafted and skillfully executed. The addition of the phrase 'by the end' implies that the screenplay is ultimately successful, adding to the positive sentiment of the text.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
467,"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ",1,1,"The sentiment of the text is positive. The use of words like 'real gift' and 'chilly poetry' implies that the filmmaker has a unique and valuable talent. The phrase 'might otherwise seem drab and sordid' suggests that the filmmaker is able to find beauty in even the most mundane of places, which is a positive sentiment.",0,"[0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
468,the characters are interesting and often very creatively constructed from figure to backstory . ,1,1,"The sentiment of the text is positive. The use of words like 'interesting' and 'creatively constructed' suggest that the characters are well-crafted and engaging, which is a positive evaluation.",0,"[0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
469,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,0,0,The sentiment of the text is negative. The use of words like 'unremittingly awful' and 'cruelty' suggest that the subject matter is unpleasant and has a negative connotation.,0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
470,reggio 's continual visual barrage is absorbing as well as thought-provoking . ,1,1,"The sentiment of the text is positive. The use of the words 'absorbing' and 'thought-provoking' indicate that the visual barrage is engaging and stimulating, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
471,"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . ",0,0,"The sentiment of the text is negative. The use of words like 'simplistic', 'obvious', 'clumsily plotted', and 'shallowly characterized' all suggest that the movie is of poor quality, indicating a negative sentiment.",0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
472,you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,1,2,"The sentiment of the text is neutral. The text is describing a situation without expressing any opinion or emotion, making the sentiment neutral.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
473,"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ",1,1,"The sentiment of the text is positive. The use of words like 'thanks', 'absolute control', 'terrific performances', and 'pulls off' suggest that the film is well-crafted and skillfully executed, indicating a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
474,the problem with this film is that it lacks focus . ,0,0,"The sentiment of the text is negative. The phrase 'the problem with this film' implies that there is something wrong with it, and the addition of 'lacks focus' suggests that the film is poorly executed and not well-crafted, leading to a negative sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
475,"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . ",1,1,"The sentiment of the text is positive. The use of words like 'memorable', 'brassy', 'disturbing', 'unusual', and 'highly successful' indicate that the film and the performance are well-regarded, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
476,involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . ,0,0,"The sentiment of the text is negative. The use of words like 'badly drawn' and 'hardly matters' suggest that the subject matter is of low quality and unimportant, creating a negative tone.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
477,a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . ,0,2,"The sentiment of the text is neutral. The text does not contain any words that suggest a positive or negative sentiment, so it can be assumed to be neutral.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
478,a by-the-numbers patient/doctor pic that covers all the usual ground ,0,0,"The sentiment of the text is negative. The phrase 'by-the-numbers' implies that the patient/doctor pic is formulaic and unoriginal, while the phrase 'all the usual ground' suggests that the content is predictable and uninspired. This combination of words creates a negative sentiment.",0,"[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
479,it 's a stunning lyrical work of considerable force and truth . ,1,1,"The sentiment of the text is positive. The use of words like 'stunning', 'lyrical', 'considerable', 'force', and 'truth' suggest that the work is of high quality and is well-crafted, indicating a positive sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
480,"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while . ",1,1,"The sentiment of the text is positive. The use of words like 'gripping' and 'tidy' suggest that the movie is well-crafted and enjoyable. The phrase 'takes mr. hill higher than he's been in a while' implies that the movie is a success, which has a positive connotation.",0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
481,funny but perilously slight . ,1,0,"The sentiment of the text is negative. The use of the word 'funny' implies that the subject is humorous, but the addition of 'perilously slight' implies that the subject is not substantial or meaningful, which has a negative connotation.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
482,cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors . ,1,1,"The sentiment of the text is positive. The use of words like 'love' and 'deserves' suggest that the speaker is evaluating the subject matter in a positive light, and the comparison to the best European directors implies that the subject is of high quality.",0,"[0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
483,"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . ",1,2,"The sentiment of the text is neutral. The text does not contain any words that suggest a positive or negative sentiment, so it is best classified as neutral.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
484,"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . ",1,1,"The sentiment of the text is positive. The use of words like 'dazzling', 'extraordinary', and 'defies categorisation' suggest that the film is unique and impressive, indicating a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
485,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 . ,1,1,"The sentiment of the text is positive. The use of the words 'literate' and 'wonderfully' indicate that the presentation is well-crafted and skillfully executed, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0
 0 0 1 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
486,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,0,0,"The sentiment of the text is negative. The phrase 'not very good' and the comparison to a 'gifted' actor suggest that the script is of low quality, which has a negative connotation.",0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
487,"( e ) ventually , every idea in this film is flushed down the latrine of heroism . ",0,0,"The sentiment of the text is negative. The phrase 'flushed down the latrine of heroism' implies that the ideas in the film are being discarded or rejected, which has a negative connotation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
488,"a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore . ",1,1,"The sentiment of the text is positive. The use of words like 'cinematic', 'compelling', and 'heartfelt' indicate that the cartoon is well-crafted and emotionally engaging, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
489,"it 's dumb , but more importantly , it 's just not scary . ",0,0,"The sentiment of the text is negative. The use of the words 'dumb' and 'not scary' indicate that the subject matter being discussed is not of high quality and is not effective in eliciting fear, respectively.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
490,detox is ultimately a pointless endeavor . ,0,0,"The sentiment of the text is negative. The use of the word 'pointless' implies that the endeavor is not worthwhile or beneficial, which has a negative connotation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
491,"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . ",0,0,"The sentiment of the text is negative. The use of words like 'hokum', 'hopeless sentimentality', and 'noblest efforts' suggest that the subject matter is not well-regarded and cannot be saved by even the most valiant efforts.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
492,an exquisitely crafted and acted tale . ,1,1,"The sentiment of the text is positive. The use of words like 'exquisitely crafted' and 'acted' indicate that the tale is of high quality, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
493,this is so bad . ,0,0,"The sentiment of the text is negative. The phrase 'this is so bad' implies that the subject matter being discussed is of low quality or unsatisfactory, which has a negative connotation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
494,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",0,2,"The sentiment of the text is neutral. The text acknowledges Carvey's talent, but also mentions that it is not enough and that it takes patience to get to the good stuff. This suggests that the text is neither positive nor negative.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
495,light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ,1,1,"The sentiment of the text is positive. The use of phrases like 'light years' and 'several warp speeds' suggest a comparison of something being much better than something else, in this case 'better than the pitiful insurrection'. This implies a positive evaluation of the subject matter being discussed.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
496,"it 's about following your dreams , no matter what your parents think . ",1,1,"The sentiment of the text is positive. The phrase 'following your dreams' implies that the speaker is encouraging the listener to pursue their ambitions, which is a positive sentiment. The phrase 'no matter what your parents think' suggests that the speaker is advocating for independence and self-determination, which is also a positive sentiment.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
497,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,0,0,"The sentiment of the text is negative. The phrase 'recruitment film for future hollywood sellouts' implies that the movie is encouraging people to compromise their values and integrity for fame and fortune, which has a negative connotation.",0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
498,"anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity . ",1,1,"The sentiment of the text is positive. The use of words like 'exceptional' and 'power' indicate that the film is well-made and has a strong impact, suggesting a positive evaluation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
499,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ",1,1,The sentiment of the text is positive. The comparison of Hollywood offerings to Italian for Beginners implies that the latter is of a higher quality. The focus on character development and empathy further suggests that the film is well-crafted and has a positive message.,0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
500,a sequel that 's much too big for its britches . ,0,0,"The sentiment of the text is negative. The phrase 'much too big for its britches' implies that the sequel is arrogant and overconfident, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
501,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ",1,2,"The sentiment of the text is neutral. The phrase 'puts its heart in the right place' implies that the subject has good intentions, but the phrase 'its brains are in no particular place at all' implies that the subject is not well thought out, suggesting a neutral evaluation.",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
502,"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . ",0,0,"The sentiment of the text is negative. The words 'deadeningly dull', 'convoluted melodrama', 'nonsensical jargon', and 'stiff-upper-lip laboriousness' all suggest that the subject matter is uninteresting, overly complicated, and tiresome, which has a negative connotation.",0,"[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 1 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
503,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ",0,0,"The sentiment of the text is negative. The use of words like 'no atmosphere', 'no tension', and 'flailing away' suggests that the subject matter is lacking in energy and excitement, conveying a negative sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
504,"the film is powerful , accessible and funny . ",1,1,"The sentiment of the text is positive. The use of words like 'powerful', 'accessible', and 'funny' suggest that the film is well-crafted and enjoyable, indicating a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 1 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
