idx,text,label,features,preds,transforms,is_changed,old_text,alignment_score,fluency_score,grammar_score,llm_label,llm_explanation,different_label,diff_html
387,joyous occurrence of a wrapping . ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.18837255e-04 9.99881148e-01],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,joyous romp of a film . ,0.99993724,0.163407197,1,2,"The sentiment of the text is neutral. While the word 'joyous' has a positive connotation, the rest of the text is unclear and does not provide enough context to determine a clear sentiment. Therefore, the label chosen is neutral.",1,"<span>joyous </span><ins style=""background:#e6ffe6;"">occu</ins><span>r</span><del style=""background:#ffe6e6;"">omp</del><ins style=""background:#e6ffe6;"">rence</ins><span> of a </span><del style=""background:#ffe6e6;"">f</del><ins style=""background:#e6ffe6;"">wrapp</ins><span>i</span><del style=""background:#ffe6e6;"">lm</del><ins style=""background:#e6ffe6;"">ng</ins><span> . </span>"
388,"once again he ha` n't lost his touch , bringing off a superb performance in an admittedly middling film ",1,"[0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[3.3238903e-04 9.9966764e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,"once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film ",0.9999195,0.697887829,1,1,"The sentiment of the text is positive. The use of words like 'superb performance' and 'hasn't lost his touch' suggest that the actor's work is of high quality and skillful. The phrase 'admittedly middling film' acknowledges that the film itself may not be exceptional, but the actor's performance is still praised, indicating a positive evaluation overall.",0,"<span>once again he ha</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">`</ins><span> n't lost his touch , bringing off a superb performance in an admittedly middling film </span>"
389,", the film is filled with humorous . observations about the general absurdity of modern life as ? seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill . ",1,"[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 0 0]",[6.3507713e-04 9.9936491e-01],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,"the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill ",1.0001252,0.564671948,0.333333333,1,"The sentiment of the text is positive. The use of words like 'humorous' and 'deftly' suggest that the film is skillfully crafted and enjoyable to watch. The text also praises the film for avoiding negative stereotypes, which adds to the positive evaluation.",0,"<ins style=""background:#e6ffe6;"">, </ins><span>the film is filled with humorous</span><ins style=""background:#e6ffe6;""> .</ins><span> observations about the general absurdity of modern life as</span><ins style=""background:#e6ffe6;""> ?</ins><span> seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill </span><ins style=""background:#e6ffe6;"">. </ins>"
390,"really , and dreary time",0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9968076e-01 3.1926113e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,"a really long , slow and dreary time ",0.99985105,0.251822646,1,0,"The sentiment of the text is negative. The use of the word 'dreary' implies a sense of dullness and sadness, which is further emphasized by the use of the word 'really'. Overall, the text conveys a negative evaluation of the time being described.",0,"<del style=""background:#ffe6e6;"">a </del><span>really</span><del style=""background:#ffe6e6;""> long</del><span> , </span><del style=""background:#ffe6e6;"">slow </del><span>and dreary time</span><del style=""background:#ffe6e6;""> </del>"
391,just vile ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9976736e-01 2.3269639e-04],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],1,just offensive ,1.0000039,0.643010549,1,0,The sentiment of the text is negative. The word 'vile' has a very negative connotation and implies that something is disgusting or morally reprehensible.,0,"<span>just </span><del style=""background:#ffe6e6;"">offens</del><ins style=""background:#e6ffe6;"">v</ins><span>i</span><del style=""background:#ffe6e6;"">v</del><ins style=""background:#e6ffe6;"">l</ins><span>e </span>"
392,burnt out on it 's a wonderful life marathons and bored with a chrismtmas carol ,0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9915063e-01 8.4938802e-04],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,burnt out on it 's a wonderful life marathons and bored with a christmas carol ,1.0002862,0.642116507,1,0,"The sentiment of the text is negative. The use of the phrase 'burnt out' and the word 'bored' indicate a lack of interest or enthusiasm for the subject matter, which is negative. The specific references to 'It's a Wonderful Life' and 'A Christmas Carol' suggest that the speaker may be tired of holiday-themed entertainment, which adds to the negative sentiment.",0,"<span>burnt out on it 's a wonderful life marathons and bored with a chris</span><ins style=""background:#e6ffe6;"">m</ins><span>tmas carol </span>"
393,absorbing absorbing look,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.2488441e-04 9.9987507e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,absorbing look ,1.0000024,0.634054831,1,2,"The sentiment of the text is neutral. While the word 'absorbing' suggests that the look is interesting or captivating, the repetition of the word 'absorbing' makes it difficult to determine whether the sentiment is positive or negative. Therefore, a neutral label is appropriate.",1,"<ins style=""background:#e6ffe6;"">absorbing </ins><span>absorbing look</span><del style=""background:#ffe6e6;""> </del>"
394,the prdictability ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.9970319 0.002968 ],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,the predictability ,0.99786806,0.128809667,0.5,2,"The sentiment of the text is neutral. The word 'predictability' is misspelled, making it difficult to determine the intended sentiment of the text. However, even if the word were spelled correctly, it is not clear whether it would be positive or negative without additional context.",1,"<span>the pr</span><del style=""background:#ffe6e6;"">e</del><span>dictability </span>"
395,romeo and juliet/west territory where it plainly has business going,0,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.99856806 0.00143188],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,"romeo and juliet/west side story territory , where it plainly has no business going ",0.9936057,0.621259778,2,2,"The sentiment of the text is neutral. The text is difficult to interpret as it appears to be a combination of two unrelated phrases. Without additional context, it is unclear whether the sentiment is positive, negative, or neutral.",1,"<span>romeo and juliet/west </span><del style=""background:#ffe6e6;"">side story </del><span>territory</span><del style=""background:#ffe6e6;""> ,</del><span> where it plainly has </span><del style=""background:#ffe6e6;"">no </del><span>business going</span><del style=""background:#ffe6e6;""> </del>"
396,"at every opportunity to do something clever , the fgilm goes right over the edge and kills every sense of believability ",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[9.9976403e-01 2.3600888e-04],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,"at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ",0.99999094,0.456900373,0.75,0,"The sentiment of the text is negative. The phrase 'goes right over the edge' implies that the film is taking things too far and becoming unrealistic, which is a negative evaluation. The phrase 'kills every sense of believability' further emphasizes the negative sentiment by suggesting that the film is not believable or realistic.",0,"<span>at every opportunity to do something clever , the f</span><ins style=""background:#e6ffe6;"">g</ins><span>ilm goes right over the edge and kills every sense of believability </span>"
397,hanker ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9912494e-01 8.7505439e-04],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,aching ,0.5733139,56.99709214,1,2,"The sentiment of the text is neutral. The word 'hanker' does not inherently have a positive or negative connotation, so it is difficult to assign a sentiment without additional context.",1,"<del style=""background:#ffe6e6;"">ac</del><span>h</span><del style=""background:#ffe6e6;"">i</del><ins style=""background:#e6ffe6;"">a</ins><span>n</span><del style=""background:#ffe6e6;"">g</del><ins style=""background:#e6ffe6;"">ker</ins><span> </span>"
398,"if you ever wondered what it would be like to be smack in the middle of a war zone armed with no^thing but a camera , this oscar-nominated documentary takes you there . ",1,"[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[3.3641933e-04 9.9966359e-01],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,"if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there . ",0.9999307,0.611625359,0.8,2,"The sentiment of the text is neutral. While the text describes a potentially intense and dangerous situation, it does not express a clear positive or negative evaluation of the documentary. The use of the word 'takes' suggests that the documentary is informative and immersive, but does not indicate whether this is a positive or negative quality.",1,"<span>if you ever wondered what it would be like to be smack in the middle of a war zone armed with no</span><ins style=""background:#e6ffe6;"">^</ins><span>thing but a camera , this oscar-nominated documentary takes you there . </span>"
399,"who do everything humanly screenplay possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9972528e-01 2.7469787e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,"who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior ",0.99992746,0.546154115,1,0,The sentiment of the text is negative. The phrase 'defeated by a screenplay' suggests that the characters were not able to be portrayed in a realistic or believable way due to the poor quality of the screenplay. The use of words like 'bizarre' and 'implausible' further emphasize the negative evaluation of the text.,0,"<span>who do everything humanly </span><ins style=""background:#e6ffe6;"">screenplay </ins><span>possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior</span><del style=""background:#ffe6e6;""> </del>"
400,are cast adrift in various new york city locationse with no unifying rhythm or visual style . ,0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9979073e-01 2.0926382e-04],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,are cast adrift in various new york city locations with no unifying rhythm or visual style . ,0.9999937,0.519488775,0.75,0,"The sentiment of the text is negative. The phrase 'cast adrift' implies a lack of direction or purpose, which is further reinforced by the description of the locations as 'various' and lacking a 'unifying rhythm or visual style'. This suggests a negative evaluation of the work being described.",0,"<span>are cast adrift in various new york city locations</span><ins style=""background:#e6ffe6;"">e</ins><span> with no unifying rhythm or visual style . </span>"
401,should movie probing why a guy with his talent ended up in a be this bad,0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[9.9978977e-01 2.1027928e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,should be probing why a guy with his talent ended up in a movie this bad ,0.9997905,0.210708809,0.5,0,"The sentiment of the text is negative. The phrase 'be this bad' indicates that the movie is of poor quality, which is a negative evaluation. The use of the word 'probing' suggests that the movie is attempting to explore a deeper issue, but the negative evaluation of the movie detracts from any positive sentiment that may be associated with this exploration.",0,"<span>should </span><del style=""background:#ffe6e6;"">b</del><ins style=""background:#e6ffe6;"">movi</ins><span>e probing why a guy with his talent ended up in a </span><del style=""background:#ffe6e6;"">movi</del><ins style=""background:#e6ffe6;"">b</ins><span>e this bad</span><del style=""background:#ffe6e6;""> </del>"
402,"! as they poorly , rejigger fatal attraction into a high school ? setting ? ",0,"[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9971002e-01 2.8994406e-04],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,as they poorly rejigger fatal attraction into a high school setting ,0.9989318,0.740709605,0.333333333,0,"The sentiment of the text is negative. The use of the word 'poorly' suggests that the adaptation of 'fatal attraction' into a high school setting is not well-done. The use of question marks also implies uncertainty or confusion, which adds to the negative tone of the text.",0,"<ins style=""background:#e6ffe6;"">! </ins><span>as they poorly</span><ins style=""background:#e6ffe6;""> ,</ins><span> rejigger fatal attraction into a high school </span><ins style=""background:#e6ffe6;"">? </ins><span>setting </span><ins style=""background:#e6ffe6;"">? </ins>"
403,reign of fier is so incredibly inane that it is laughingly enjoyable . ,1,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.00109988 0.99890006],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,reign of fire is so incredibly inane that it is laughingly enjoyable . ,1.0003711,0.662071524,0.666666667,1,"The sentiment of the text is positive. Although the phrase 'incredibly inane' has a negative connotation, the use of the word 'laughingly enjoyable' suggests that the text is actually enjoyable despite its flaws. The overall tone is therefore positive.",0,"<span>reign of fi</span><del style=""background:#ffe6e6;"">r</del><span>e</span><ins style=""background:#e6ffe6;"">r</ins><span> is so incredibly inane that it is laughingly enjoyable . </span>"
404,does a bang-up job of pleasing the cmowds ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0]",[1.21227415e-04 9.99878764e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,does a bang-up job of pleasing the crowds ,0.99998343,0.489721611,0.5,-1,Either the LLM provided an invalid label or generated a response that could not be parsed.,1,"<span>does a bang-up job of pleasing the c</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">m</ins><span>owds </span>"
405,directs this intricately structured and well-realized drama that presents a fascinating glimpse of urb;an life and the class warfare that embroils two young men ,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.3304601e-04 9.9986696e-01],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men ,0.9999912,0.657699069,0.333333333,1,"The sentiment of the text is positive. The use of words like 'intricately structured' and 'well-realized' indicate that the drama is skillfully crafted and executed. The phrase 'fascinating glimpse' suggests that the portrayal of urban life and class warfare is engaging and interesting. Overall, the text contains positive sentiment towards the drama and its themes.",0,"<span>directs this intricately structured and well-realized drama that presents a fascinating glimpse of urb</span><ins style=""background:#e6ffe6;"">;</ins><span>an life and the class warfare that embroils two young men </span>"
406,an entertaining Murray hybrid ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.17816926e-04 9.99882221e-01],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,an entertaining british hybrid ,0.9999932,0.020856025,2,-1,Either the LLM provided an invalid label or generated a response that could not be parsed.,1,"<span>an entertaining </span><del style=""background:#ffe6e6;"">b</del><ins style=""background:#e6ffe6;"">Mu</ins><span>r</span><del style=""background:#ffe6e6;"">itish</del><ins style=""background:#e6ffe6;"">ray</ins><span> hybrid </span>"
407,"broomfield has compelling new material but he does n't unveil it until the end , after endgess scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car ",0,"[0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 0
 0 0 0 0 1 0 0]",[0.9893667  0.01063327],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,"broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car ",0.9990356,0.763675552,0.8,2,"The sentiment of the text is neutral. While the text contains some positive language, such as 'compelling new material,' it also includes negative language, such as 'endless scenes' and 'wheedling reluctant witnesses.' Overall, the text does not convey a strongly positive or negative sentiment, making it neutral.",1,"<span>broomfield has compelling new material but he does n't unveil it until the end , after end</span><del style=""background:#ffe6e6;"">l</del><ins style=""background:#e6ffe6;"">g</ins><span>ess scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car </span>"
408,"fewer deliberate laughs , more inadvertent ones and stunningly . trite songs ? ",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9976522e-01 2.3476932e-04],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,"fewer deliberate laughs , more inadvertent ones and stunningly trite songs ",0.99962175,0.668155751,0.5,0,"The sentiment of the text is negative. The use of words like 'fewer', 'inadvertent', and 'trite' suggest a lack of quality or effort. The question mark at the end of the sentence also implies a negative evaluation or skepticism.",0,"<span>fewer deliberate laughs , more inadvertent ones and stunningly </span><ins style=""background:#e6ffe6;"">. </ins><span>trite songs </span><ins style=""background:#e6ffe6;"">? </ins>"
409,dogs who are smar^er than him ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.99413353 0.00586644],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,dogs who are smarter than him ,0.99680644,0.34541364,0.5,-1,Either the LLM provided an invalid label or generated a response that could not be parsed.,1,"<span>dogs who are smar</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">^</ins><span>er than him </span>"
410,"if ever such a dependable concept was botched in execution , this is it . ",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0.9983298  0.00167014],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,"if ever such a dependable concept was botched in execution , this is it . ",1,0.223668746,0.75,0,"The sentiment of the text is negative. The phrase 'botched in execution' suggests that the concept being discussed was poorly carried out, indicating a negative evaluation. The use of the word 'dependable' further emphasizes the disappointment and frustration with the failed execution.",0,"<span>if ever such a dependable concept was botched in executio</span><ins style=""background:#e6ffe6;""></ins><span>n , this is it . </span>"
411,"! , then by all means check it out ? . ",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[2.437264e-04 9.997563e-01],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,", then by all means check it out . ",0.99765396,0.539294421,1,2,"The sentiment of the text is neutral. The text consists of punctuation marks and a question, which do not convey a positive or negative sentiment.",1,"<ins style=""background:#e6ffe6;"">! </ins><span>, then by all means check it out</span><ins style=""background:#e6ffe6;""> ?</ins><span> . </span>"
412,"sure which is worse : the poor acting by the ensemble csat , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen ",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0]",[9.9980730e-01 1.9273514e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,"sure which is worse : the poor acting by the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen ",1,0.757431992,0.857142857,0,"The sentiment of the text is negative. The text contains a list of criticisms, including 'poor acting', 'flat dialogue', and 'gutless direction', all of which have negative connotations. The use of the phrase 'which is worse' also implies a negative evaluation of the overall quality of the production.",0,"<span>sure which is worse : the poor acting by the ensemble c</span><del style=""background:#ffe6e6;"">a</del><span>s</span><ins style=""background:#e6ffe6;"">a</ins><span>t , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen </span>"
413,n't is much better,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[9.9948114e-01 5.1885803e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,is n't much better ,0.998008,1.113874819,1,2,"The sentiment of the text is neutral. It is difficult to determine a positive or negative sentiment from this fragment of a sentence, as it lacks context. Therefore, the label 'neutral' is appropriate.",1,"<del style=""background:#ffe6e6;"">is </del><span>n't</span><ins style=""background:#e6ffe6;""> is</ins><span> much better</span><del style=""background:#ffe6e6;""> </del>"
414,"have chance as a Rastas 3-D , ",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.9318848e-04 9.9980682e-01],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"have potential as a cult film , ",0.46420455,0.62755842,1,2,"The sentiment of the text is neutral. The phrase 'have chance as a Rastas 3-D' is difficult to interpret and does not contain any clear positive or negative sentiment. Therefore, the label chosen is neutral.",1,"<span>have </span><del style=""background:#ffe6e6;"">potenti</del><ins style=""background:#e6ffe6;"">ch</ins><span>a</span><del style=""background:#ffe6e6;"">l</del><ins style=""background:#e6ffe6;"">nce</ins><span> as a </span><del style=""background:#ffe6e6;"">cul</del><ins style=""background:#e6ffe6;"">Ras</ins><span>t</span><ins style=""background:#e6ffe6;"">as</ins><span> </span><del style=""background:#ffe6e6;"">film</del><ins style=""background:#e6ffe6;"">3-D</ins><span> , </span>"
415,daring and beautifully mongrelise ,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.1642026e-04 9.9988353e-01],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,daring and beautifully made ,0.9999839,0.825534044,0.5,1,"The sentiment of the text is positive. The use of the words 'daring' and 'beautifully' suggest that the subject being described is impressive and admirable. The word 'mongrelise' may be less familiar, but in this context it likely means that the subject is a unique and interesting blend of different elements, which adds to the positive tone of the text.",0,"<span>daring and beautifully m</span><del style=""background:#ffe6e6;"">ad</del><ins style=""background:#e6ffe6;"">ongrelis</ins><span>e </span>"
416,charisma  💆🏿,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[2.2273703e-04 9.9977726e-01],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,charisma ,0.99883574,5.126304981,0.5,2,"The sentiment of the text is neutral. The word 'charisma' can have positive connotations, but the lack of context and the addition of an emoji make it difficult to determine the sentiment with certainty. Therefore, a neutral label is appropriate.",1,"<span>charisma </span><ins style=""background:#e6ffe6;""> 💆🏿</ins>"
417,'ve had the misfortune to watch in quite some t8ime . ,0,"[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 0]",[0.97637004 0.02362999],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,'ve had the misfortune to watch in quite some time . ,1.0156916,0.315929417,0.5,0,"The sentiment of the text is negative. The phrase 'misfortune to watch' indicates that the speaker did not enjoy the experience, and the use of 'quite some time' suggests that it was a prolonged negative experience.",0,"<span>'ve had the misfortune to watch in quite some t</span><ins style=""background:#e6ffe6;"">8</ins><span>ime . </span>"
418,"it 's unlikely to nurture anything more than a round to mcdonald 's , charter alone some savvy mews activism ",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[9.997136e-01 2.863734e-04],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"it 's unlikely to inspire anything more than a visit to mcdonald 's , let alone some savvy street activism ",0.9995068,0.156100987,1,0,"The sentiment of the text is negative. The use of the phrase 'unlikely to nurture anything' suggests a lack of potential or possibility. The comparison to McDonald's, a fast food chain, further emphasizes the negative sentiment. The phrase 'charter alone some savvy mews activism' is unclear and does not provide any positive sentiment to counteract the negativity of the rest of the text.",0,"<span>it 's unlikely to </span><del style=""background:#ffe6e6;"">i</del><span>n</span><del style=""background:#ffe6e6;"">spi</del><ins style=""background:#e6ffe6;"">urtu</ins><span>re anything more than a </span><del style=""background:#ffe6e6;"">visit</del><ins style=""background:#e6ffe6;"">round</ins><span> to mcdonald 's , </span><del style=""background:#ffe6e6;"">le</del><ins style=""background:#e6ffe6;"">char</ins><span>t</span><ins style=""background:#e6ffe6;"">er</ins><span> alone some savvy </span><del style=""background:#ffe6e6;"">stre</del><ins style=""background:#e6ffe6;"">m</ins><span>e</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">ws</ins><span> activism </span>"
419,; the dorkier aspects ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.9963511  0.00364882],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,the dorkier aspects ,1.000217,1.061828924,1,2,The sentiment of the text is neutral. There is not enough context to determine a positive or negative sentiment. The phrase 'the dorkier aspects' is descriptive but does not carry a strong emotional connotation.,1,"<ins style=""background:#e6ffe6;"">; </ins><span>the dorkier aspects </span>"
