idx,text,label,features,transforms,is_changed,old_text,llm_label,llm_explanation,diff_html,alignment_score,grammar_score,fluency_score,different_label
392,"@user Not really. If anything, in your case it's being too kind.I would use 'a low IQ, hysterical woman of constitute zero talent.'",1,"[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,"@user Not really. If anything, in your case it's being too kind.I would use 'a low IQ, hysterical woman of zero talent.'",1,The text is hate speech. The author is attacking a woman on the basis of gender and using derogatory language to describe her. The use of words like 'low IQ' and 'hysterical' are intended to demean and belittle the woman.,"<span>@user Not really. If anything, in your case it's being too kind.I would use 'a low IQ, hysterical woman of </span><ins style=""background:#e6ffe6;"">constitute </ins><span>zero talent.'</span>",1.1817755,1,0.674318626,0
393,"@user @user I’d love to see legal immigration stopped. Fix our homeless situation, clean up the streets, put everyone back to work then maybe(just maybe) we can talk about frame letting in some white Christian legal immigrants that will ass",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,"@user @user I’d love to see legal immigration stopped. Fix our homeless situation, clean up the streets, put everyone back to work then maybe(just maybe) we can talk about letting in some white Christian legal immigrants that will ass",1,"The text is hate speech. The author is attacking legal immigration and suggesting that only white Christian immigrants should be allowed in. This is an attack on individuals based on their religion and ethnicity, and promotes discrimination and prejudice.","<span>@user @user I’d love to see legal immigration stopped. Fix our homeless situation, clean up the streets, put everyone back to work then maybe(just maybe) we can talk about </span><ins style=""background:#e6ffe6;"">frame </ins><span>letting in some white Christian legal immigrants that will ass</span>",1.1874838,1,0.790416182,0
394,@user I have to wonder if he supports another very well known model that happens to be an immigrant and has had some fleshy pictures published in xthe past.She lives in the Whitehouse now.  And as far as I can tell is an incredible person.  Would sh,0,"[0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 1
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,@user I have to wonder if he supports another very well known model that happens to be an immigrant and has had some fleshy pictures published in the past.She lives in the Whitehouse now.  And as far as I can tell is an incredible person.  Would sh,1,The text is hate speech. The use of words like 'immigrant' and 'fleshy pictures' indicates that the author is attacking a group of people on the basis of their nationality and making derogatory comments about their physical appearance.,"<span>@user I have to wonder if he supports another very well known model that happens to be an immigrant and has had some fleshy pictures published in </span><ins style=""background:#e6ffe6;"">x</ins><span>the past.She lives in the Whitehouse now.  And as far as I can tell is an incredible person.  Would sh</span>",0.9889337,0.666666667,0.824642552,1
395,#CONGRATS @user When you sell out venues in California you have to buss a skank like this! It was only A Matter Of Time! Bless kayoed up theindiggnation ... the bands vibration is,0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,#CONGRATS @user When you sell out venues in California you have to buss a skank like this! It was only A Matter Of Time! Bless up theindiggnation ... the bands vibration is,1,"The text is hate speech. The use of the word 'skank' is derogatory and offensive, and the author is attacking a group of people on the basis of their perceived behavior or lifestyle. This is an example of hate speech and is not acceptable.","<span>#CONGRATS @user When you sell out venues in California you have to buss a skank like this! It was only A Matter Of Time! Bless </span><ins style=""background:#e6ffe6;"">kayoed </ins><span>up theindiggnation ... the bands vibration is</span>",0.5740397,1,0.994244567,1
396,"@user Yeah, asking for the truth could be characterized as ""Most Hysterical Woman"" by someone who has no idea what a Ananya actually IS.",0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0]",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"@user Yeah, asking for the truth could be characterized as ""Most Hysterical Woman"" by someone who has no idea what a Woman actually IS.",1,The text is hate speech. The use of words like 'Most Hysterical Woman' and 'someone who has no idea what a Ananya actually IS' indicates that the author is attacking an individual on the basis of their gender and ethnicity.,"<span>@user Yeah, asking for the truth could be characterized as ""Most Hysterical Woman"" by someone who has no idea what a </span><del style=""background:#ffe6e6;"">Wom</del><ins style=""background:#e6ffe6;"">An</ins><span>an</span><ins style=""background:#e6ffe6;"">ya</ins><span> actually IS.</span>",0.696521,0,0.764463269,1
397,"; @user , are you ! scared theyll ! take ? the , crown from you? Your reign as . Most Hysterical Woman ; has been long and most likely, , safe. @user @user @user @user",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,"@user are you scared theyll take the crown from you? Your reign as Most Hysterical Woman has been long and most likely, safe. @user @user @user @user",1,"The text is hate speech. The use of words like 'Most Hysterical Woman' and the sarcastic tone of the text indicates that the author is attacking the person on the basis of gender, and is using derogatory language to do so.","<ins style=""background:#e6ffe6;"">; </ins><span>@user </span><ins style=""background:#e6ffe6;"">, </ins><span>are you </span><ins style=""background:#e6ffe6;"">! </ins><span>scared theyll </span><ins style=""background:#e6ffe6;"">! </ins><span>take </span><ins style=""background:#e6ffe6;"">? </ins><span>the</span><ins style=""background:#e6ffe6;""> ,</ins><span> crown from you? Your reign as</span><ins style=""background:#e6ffe6;""> .</ins><span> Most Hysterical Woman </span><ins style=""background:#e6ffe6;"">; </ins><span>has been long and most likely</span><ins style=""background:#e6ffe6;"">, </ins><span>, safe. @user @user @user @user</span>",1.834737,0.111111111,0.346266372,0
398,"Report suggests Trump's #MiddleEast team seeks end to Palestinianstatus as ""refugees"" |",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,"Report suggests Trump's #MiddleEast team seeks end to Palestinian status as ""refugees"" |",0,"The text is not an example of hate speech. It reports on a political development and does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>Report suggests Trump's #MiddleEast team seeks end to Palestinian</span><del style=""background:#ffe6e6;""> </del><span>status as ""refugees"" |</span>",1.9974171,0,0.531910516,0
399,@user You play with ordinary poor peoples lives like a monopoly board you throw the dice and people never get out of jaMl migrants win,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,@user You play with ordinary poor peoples lives like a monopoly board you throw the dice and people never get out of jail migrants win,1,"The text is hate speech. The author is attacking migrants and refugees by suggesting that they are taking over and winning at the expense of 'ordinary poor people'. The use of the word 'jaMl' is likely a deliberate misspelling of 'jail', which further reinforces negative stereotypes of migrants and refugees as criminals.","<span>@user You play with ordinary poor peoples lives like a monopoly board you throw the dice and people never get out of ja</span><del style=""background:#ffe6e6;"">i</del><ins style=""background:#e6ffe6;"">M</ins><span>l migrants win</span>",0.84739643,0,0.559559211,0
400,"#Illeg&lImmigrants #IllegalAliens #ElectoralSystem #ElectoralCollege I’m going to shock some people here:  America is NOT a #Democracy, America is a #Republic.  Even more defined America is a Representative Republic.  In a TRUE...",1,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,"#IllegalImmigrants #IllegalAliens #ElectoralSystem #ElectoralCollege I’m going to shock some people here:  America is NOT a #Democracy, America is a #Republic.  Even more defined America is a Representative Republic.  In a TRUE...",0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>#Illeg</span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">&amp;</ins><span>lImmigrants #IllegalAliens #ElectoralSystem #ElectoralCollege I’m going to shock some people here:  America is NOT a #Democracy, America is a #Republic.  Even more defined America is a Representative Republic.  In a TRUE...</span>",0.7270195,1,0.704963393,1
401,Shut the fuck snowflake! I think and pose a hell of lot a threat to democracy. your so called dictatorship. is doing America a service they are fact the Alt right,0,"[0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,@user @user Shut the fuck up snowflake! I think Communism and Natzis pose a hell of a lot more of a threat to democracy. Fuck your so called republic dictatorship. Google is doing America a great service if they are in fact censoring the Alt right c,1,The text is hate speech. The use of words like 'snowflake' and 'Alt right' indicates that the author is attacking a group of people on the basis of their political views and beliefs. The use of profanity further emphasizes the aggressive and derogatory nature of the text.,"<del style=""background:#ffe6e6;"">@user @user </del><span>Shut the fuck</span><del style=""background:#ffe6e6;""> up</del><span> snowflake! I think </span><del style=""background:#ffe6e6;"">Communism </del><span>and</span><del style=""background:#ffe6e6;""> Natzis</del><span> pose a hell of </span><del style=""background:#ffe6e6;"">a </del><span>lot</span><del style=""background:#ffe6e6;""> more of</del><span> a threat to democracy. </span><del style=""background:#ffe6e6;"">Fuck </del><span>your so called </span><del style=""background:#ffe6e6;"">republic </del><span>dictatorship. </span><del style=""background:#ffe6e6;"">Google </del><span>is doing America a </span><del style=""background:#ffe6e6;"">great </del><span>service</span><del style=""background:#ffe6e6;""> if</del><span> they are </span><del style=""background:#ffe6e6;"">in </del><span>fact </span><del style=""background:#ffe6e6;"">censoring </del><span>the Alt right</span><del style=""background:#ffe6e6;""> c</del>",0.7868941,1,0.269606301,1
402,"Paris dominion aka Muslim no methylenedioxymethamphetamine structure home to 300,000 illegal immigrants, estimate tell @user #FoxNews",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 1 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"Paris suburb aka Muslim no go zone home to 300,000 illegal immigrants, report says @user #FoxNews",1,"The text is hate speech. The use of words like 'Muslim', 'illegal immigrants' and 'aka' indicates that the author is attacking a group of people on the basis of their religion and nationality. The use of derogatory language like 'no methylenedioxymethamphetamine structure' further emphasizes the negative sentiment towards the group.","<span>Paris </span><del style=""background:#ffe6e6;"">suburb</del><ins style=""background:#e6ffe6;"">dominion</ins><span> aka Muslim no </span><del style=""background:#ffe6e6;"">go z</del><ins style=""background:#e6ffe6;"">methylenedi</ins><span>o</span><ins style=""background:#e6ffe6;"">xymethamphetami</ins><span>n</span><ins style=""background:#e6ffe6;"">e structur</ins><span>e home to 300,000 illegal immigrants, </span><del style=""background:#ffe6e6;"">r</del><span>e</span><del style=""background:#ffe6e6;"">por</del><ins style=""background:#e6ffe6;"">s</ins><span>t</span><del style=""background:#ffe6e6;""> s</del><ins style=""background:#e6ffe6;"">im</ins><span>a</span><del style=""background:#ffe6e6;"">ys</del><ins style=""background:#e6ffe6;"">te tell</ins><span> @user #FoxNews</span>",0.9707446,0,0.41732221,1
403,"From @user and @user As crime rises in rural more the threat of ICE keeps immigrant communities from reporting it. #policingtheusa For areas, on police and policing nationwide, visit",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,"From @user and @user As crime rises in rural areas, the threat of ICE keeps immigrant communities from reporting it. #policingtheusa For more on police and policing nationwide, visit",1,"The text is hate speech. The use of words like 'threat of ICE' and 'keeps immigrant communities from reporting it' indicates that the author is attacking a group of people based on their immigration status, and is discouraging them from seeking help or reporting crimes.","<span>From @user and @user As crime rises in rural </span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">mo</ins><span>re</span><del style=""background:#ffe6e6;"">as,</del><span> the threat of ICE keeps immigrant communities from reporting it. #policingtheusa For </span><del style=""background:#ffe6e6;"">mo</del><ins style=""background:#e6ffe6;"">a</ins><span>re</span><ins style=""background:#e6ffe6;"">as,</ins><span> on police and policing nationwide, visit</span>",1.5272838,0,0.303026989,1
404,aka that stupid macho-man with the ugly hammertoe that couldnt even do his own supermarket marketing BITCH empower me for this neckline ass hoe ill Federal ur submarine off and limp full chancla on u BITCH fucking BITCH fuck U fuck RETAIL oh my god bruh enthrall may i punch YOU,0,"[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,aka that stupid man with the ugly toes that couldnt even do his own grocery shopping BITCH charge me for this neck ass hoe ill yank ur slides off and go full chancla on u BITCH fucking BITCH fuck U fuck RETAIL oh my god bruh PLEASE may i punch YOU,1,"The text is hate speech. The author uses derogatory terms like 'BITCH', 'neckline ass hoe', 'fucking BITCH', and 'fuck U' to attack and insult an individual. The use of such language is an attack on the basis of gender and is not acceptable.","<span>aka that stupid ma</span><ins style=""background:#e6ffe6;"">cho-ma</ins><span>n with the ugly </span><ins style=""background:#e6ffe6;"">hammer</ins><span>toe</span><del style=""background:#ffe6e6;"">s</del><span> that couldnt even do his own </span><del style=""background:#ffe6e6;"">groc</del><ins style=""background:#e6ffe6;"">sup</ins><span>er</span><del style=""background:#ffe6e6;"">y</del><ins style=""background:#e6ffe6;"">market</ins><span> </span><del style=""background:#ffe6e6;"">shopp</del><ins style=""background:#e6ffe6;"">market</ins><span>ing BITCH </span><del style=""background:#ffe6e6;"">cha</del><ins style=""background:#e6ffe6;"">empowe</ins><span>r</span><del style=""background:#ffe6e6;"">ge</del><span> me for this neck</span><ins style=""background:#e6ffe6;"">line</ins><span> ass hoe ill </span><del style=""background:#ffe6e6;"">y</del><ins style=""background:#e6ffe6;"">Feder</ins><span>a</span><del style=""background:#ffe6e6;"">nk</del><ins style=""background:#e6ffe6;"">l</ins><span> ur s</span><del style=""background:#ffe6e6;"">l</del><ins style=""background:#e6ffe6;"">ubmar</ins><span>i</span><del style=""background:#ffe6e6;"">d</del><ins style=""background:#e6ffe6;"">n</ins><span>e</span><del style=""background:#ffe6e6;"">s</del><span> off and </span><del style=""background:#ffe6e6;"">go</del><ins style=""background:#e6ffe6;"">limp</ins><span> full chancla on u BITCH fucking BITCH fuck U fuck RETAIL oh my god bruh </span><del style=""background:#ffe6e6;"">PLEASE</del><ins style=""background:#e6ffe6;"">enthrall</ins><span> may i punch YOU</span>",0.9718146,1,0.4631513,1
405,Good ! Now  Get the Word Out Central High Point will NOT enter the U.S Illegally  be released to never show up in #Immigration Court  Angel Families  #Trump #MAGA #SendAllIllegalsHome !  Enough is Enough via @user,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0
 0 0 1 0 1 0 0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,Good ! Now  Get the Word Out Central Americans will NOT enter the U.S Illegally  be released to never show up in #Immigration Court  Angel Families  #Trump #MAGA #SendAllIllegalsHome !  Enough is Enough via @user,1,"The text is hate speech. The use of words like 'Illegally', 'SendAllIllegalsHome', and 'Angel Families' indicates that the author is attacking a group of people based on their immigration status and nationality. The text also contains a call to action to prevent these individuals from entering the US, which can be seen as discriminatory and prejudiced.","<span>Good ! Now  Get the Word Out Central </span><del style=""background:#ffe6e6;"">Amer</del><ins style=""background:#e6ffe6;"">High Po</ins><span>i</span><del style=""background:#ffe6e6;"">ca</del><span>n</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">t</ins><span> will NOT enter the U.S Illegally  be released to never show up in #Immigration Court  Angel Families  #Trump #MAGA #SendAllIllegalsHome !  Enough is Enough via @user</span>",1.1257744,1,0.81816933,0
406,extra grants #Spain #EU funding to cope with migrant arrivals,0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,#EU grants #Spain extra funding to cope with migrant arrivals,0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<del style=""background:#ffe6e6;"">#EU</del><ins style=""background:#e6ffe6;"">extra</ins><span> grants #Spain </span><del style=""background:#ffe6e6;"">extra</del><ins style=""background:#e6ffe6;"">#EU</ins><span> funding to cope with migrant arrivals</span>",0.8286223,0,0.443738247,0
407,@user Maybe James to You? All these Women as Rape Victims don't deserve Respect and Dignity or Justice ? RAPj is FELONY A CRIME =PRISON,0,"[0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 1
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,@user Maybe James to You? All these Women as Rape Victims don't deserve Respect and Dignity or Justice ? RAPE is FELONY A CRIME =PRISON,1,"The text is hate speech. The author is attacking rape victims by suggesting that they do not deserve respect, dignity, or justice. The use of capital letters and the phrase 'FELONY A CRIME =PRISON' indicates that the author is advocating for harsh punishment for rape victims.","<span>@user Maybe James to You? All these Women as Rape Victims don't deserve Respect and Dignity or Justice ? RAP</span><del style=""background:#ffe6e6;"">E</del><ins style=""background:#e6ffe6;"">j</ins><span> is FELONY A CRIME =PRISON</span>",1.1268729,0,0.7049943,1
408,"@user @user Can we please have a heap lot of news on the open defecation, poverty, misery, suppressed women, religious intolerance of minorities, rape culture.. you get the picture. That is what we want to hear from trustful media, not fake news ab",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0
 0 0 0 0 0 1 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,"@user @user Can we please have a lot of news on the open defecation, poverty, misery, suppressed women, religious intolerance of minorities, rape culture.. you get the picture. That is what we want to hear from trustful media, not fake news ab",0,"The text is not an example of hate speech. It does not attack a group or an individual on the basis of religion, ethnicity, nationality, race, colour, descent, or other attributes. The author is calling for news on social issues and expressing a preference for trustworthy media.","<span>@user @user Can we please have a </span><ins style=""background:#e6ffe6;"">heap </ins><span>lot of news on the open defecation, poverty, misery, suppressed women, religious intolerance of minorities, rape culture.. you get the picture. That is what we want to hear from trustful media, not fake news ab</span>",1.0780514,1,0.805444816,0
409,"i hate memes go dear girls, doing ___ if think boys like it because we you you think i even spend a second of my thinking about your preferences??? are dumb lmaoooooo women dont give a about you",0,"[0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 1]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,"i hate those memes which go dear girls, stop doing ___ if you think boys like it because we dont like???? you fucking cunt you think i even spend a second of my day thinking about YOU or your dumbass preferences??? yall are dumb lmaoooooo women dont give a fuck about you",1,"The text is hate speech. The author is attacking women and calling them dumb, and is using derogatory language to insult them. This is an attack on a group of people on the basis of gender.","<span>i hate </span><del style=""background:#ffe6e6;"">those </del><span>memes </span><del style=""background:#ffe6e6;"">which </del><span>go dear girls, </span><del style=""background:#ffe6e6;"">stop </del><span>doing ___ if </span><del style=""background:#ffe6e6;"">you </del><span>think boys like it because we </span><del style=""background:#ffe6e6;"">dont like???? </del><span>you </span><del style=""background:#ffe6e6;"">fucking cunt </del><span>you think i even spend a second of my </span><del style=""background:#ffe6e6;"">day </del><span>thinking about </span><del style=""background:#ffe6e6;"">YOU or </del><span>your</span><del style=""background:#ffe6e6;""> dumbass</del><span> preferences??? </span><del style=""background:#ffe6e6;"">yall </del><span>are dumb lmaoooooo women dont give a</span><del style=""background:#ffe6e6;""> fuck</del><span> about you</span>",1.0027086,0.875,0.280863259,1
410,@user Most Hysterical Woman? Way to apply a type of feeling to a specific gender. That is an absolute disgrace to direction insinuate that 1) Woman are Hysterical and 2) being called a woman is an insult.,0,"[0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,@user Most Hysterical Woman? Way to apply a type of feeling to a specific gender. That is an absolute disgrace to insinuate that 1) Woman are Hysterical and 2) being called a woman is an insult.,1,"The text is hate speech. The author is attacking the use of the phrase 'Most Hysterical Woman' as it implies that women are hysterical, which is a derogatory stereotype. The author is also attacking the implication that being called a woman is an insult, which is another derogatory stereotype.","<span>@user Most Hysterical Woman? Way to apply a type of feeling to a specific gender. That is an absolute disgrace to </span><ins style=""background:#e6ffe6;"">direction </ins><span>insinuate that 1) Woman are Hysterical and 2) being called a woman is an insult.</span>",1.2640953,0,0.714072661,1
411,"@user A ; special team of 100 people be made under a most respected Rtd Judge. Let them visit each Indian ; State ,camp there . &amp; identify all the illegal .  , migrants &amp; people with expired Visas. Govt then , must ensure immediate deportation for the",1,"[0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,"@user A special team of 100 people be made under a most respected Rtd Judge. Let them visit each Indian State ,camp there &amp; identify all the illegal  migrants &amp; people with expired Visas. Govt then must ensure immediate deportation for the",1,"The text is hate speech. The use of words like 'illegal', 'migrants', and 'expired visas' indicates that the author is attacking a group of people on the basis of their nationality and immigration status. The call for 'immediate deportation' is also indicative of discriminatory attitudes towards this group.","<span>@user A </span><ins style=""background:#e6ffe6;"">; </ins><span>special team of 100 people be made under a most respected Rtd Judge. Let them visit each Indian </span><ins style=""background:#e6ffe6;"">; </ins><span>State ,camp there</span><ins style=""background:#e6ffe6;""> .</ins><span> &amp;amp; identify all the illegal </span><ins style=""background:#e6ffe6;"">.  ,</ins><span> migrants &amp;amp; people with expired Visas. Govt then</span><ins style=""background:#e6ffe6;""> ,</ins><span> must ensure immediate deportation for the</span>",1.1784946,0.625,0.740424666,0
412,PepsiCO CEO Indra Nooyi talked to David Rubenstein to talk about what it's like to be a woman and immigrant in the Csuite     Bloomberg TV@BloombergTV  PepsiCO CEO Indra Nooyi talked to David Rubenstein t..,0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,PepsiCO CEO Indra Nooyi talked to David Rubenstein to talk about what it's like to be a woman and immigrant in the C-suite     Bloomberg TV@BloombergTV  PepsiCO CEO Indra Nooyi talked to David Rubenstein t..,0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>PepsiCO CEO Indra Nooyi talked to David Rubenstein to talk about what it's like to be a woman and immigrant in the C</span><del style=""background:#ffe6e6;"">-</del><span>suite     Bloomberg TV@BloombergTV  PepsiCO CEO Indra Nooyi talked to David Rubenstein t..</span>",1.0399513,0.9,0.758155026,0
413,"@user @user He killed them in war,but didnt rape,molest and sold women in slave markets. Didnt con…",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,"@user @user He killed them in war, but didnt rape,molest and sold women in slave markets. Didnt con…",1,"The text is hate speech. The author is defending someone who is accused of killing people in war, but then goes on to attack a group of people on the basis of gender, implying that it is acceptable to rape, molest, and sell women in slave markets.","<span>@user @user He killed them in war,</span><del style=""background:#ffe6e6;""> </del><span>but didnt rape,molest and sold women in slave markets. Didnt con…</span>",1.0618871,0.8,0.916205645,1
414,"""Refugees"" drowning on United Kingdom? No, no, they are making a movie for the ""refugee"" Papua New Guinea",0,"[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"""Refugees"" drowning on Crete? No, no, they are making a movie for the ""refugee"" industry.https://t.co/9wEWi25Ici",1,The text is hate speech. The use of quotation marks around 'refugees' and the sarcastic tone of the text indicate that the author is mocking and belittling the plight of refugees. The use of 'Papua New Guinea' in quotes also suggests that the author is questioning the legitimacy of their refugee status.,"<span>""Refugees"" drowning on </span><del style=""background:#ffe6e6;"">Cre</del><ins style=""background:#e6ffe6;"">Uni</ins><span>te</span><ins style=""background:#e6ffe6;"">d Kingdom</ins><span>? No, no, they are making a movie for the ""refugee"" </span><del style=""background:#ffe6e6;"">industry.htt</del><ins style=""background:#e6ffe6;"">Pa</ins><span>p</span><del style=""background:#ffe6e6;"">s://t.co/9</del><ins style=""background:#e6ffe6;"">ua Ne</ins><span>w</span><del style=""background:#ffe6e6;"">EW</del><ins style=""background:#e6ffe6;""> Gu</ins><span>i</span><del style=""background:#ffe6e6;"">25Ici</del><ins style=""background:#e6ffe6;"">nea</ins>",0.96135825,0,0.862059442,1
